date,time,pto,Tt@s,pco,Tc@s,Ptv,Tt@v,cycle time,injection time,depth,tubing diameter,oil density,Pt@s,Pt@v,Pc@s
2009.10.29.,17:28:55,1475.529,10.06,8589.84,9.921,5396.252,88.83,60,12,1872,0.062,0.831,1.475529,5.396252,8.58984
2009.10.29.,17:29:00,1476.419,10.054,8586.885,9.918,5364.374,89.212,60,12,1872,0.062,0.831,1.476419,5.364374,8.586885
2009.10.29.,17:29:05,1476.58,10.054,8583.328,9.92,5337.049,89.628,60,12,1872,0.062,0.831,1.47658,5.337049,8.583328
2009.10.29.,17:29:10,1476.531,10.056,8580.436,9.918,5308.806,90.074,60,12,1872,0.062,0.831,1.476531,5.308806,8.580436
2009.10.29.,17:29:15,1476.343,10.052,8577.204,9.915,5283.93,90.538,60,12,1872,0.062,0.831,1.476343,5.28393,8.577204
2009.10.29.,17:29:20,1476.247,10.049,8573.296,9.913,5263.112,91.015,60,12,1872,0.062,0.831,1.476247,5.263112,8.573296
2009.10.29.,17:29:25,1476.242,10.046,8570.277,9.907,5235.775,91.493,60,12,1872,0.062,0.831,1.476242,5.235775,8.570277
2009.10.29.,17:29:30,1476.241,10.046,8566.803,9.908,5214.1,91.979,60,12,1872,0.062,0.831,1.476241,5.2141,8.566803
2009.10.29.,17:29:35,1476.204,10.045,8563.501,9.905,5193.151,92.449,60,12,1872,0.062,0.831,1.476204,5.193151,8.563501
2009.10.29.,17:29:40,1476.072,10.042,8560.565,9.905,5169.499,92.915,60,12,1872,0.062,0.831,1.476072,5.169499,8.560565
2009.10.29.,17:29:45,1476.035,10.042,8557.181,9.903,5145.918,93.367,60,12,1872,0.062,0.831,1.476035,5.145918,8.557181
2009.10.29.,17:29:50,1475.957,10.039,8553.903,9.898,5129.807,93.8,60,12,1872,0.062,0.831,1.475957,5.129807,8.553903
2009.10.29.,17:29:55,1475.548,10.041,8550.343,9.896,5109.636,94.214,60,12,1872,0.062,0.831,1.475548,5.109636,8.550343
2009.10.29.,17:30:00,1475.058,10.039,8547.392,9.897,5091.172,94.609,60,12,1872,0.062,0.831,1.475058,5.091172,8.547392
2009.10.29.,17:30:05,1474.434,10.032,8543.705,9.894,5072.751,94.977,60,12,1872,0.062,0.831,1.474434,5.072751,8.543705
2009.10.29.,17:30:10,1474.29,10.033,8540.966,9.893,5057.19,95.325,60,12,1872,0.062,0.831,1.47429,5.05719,8.540966
2009.10.29.,17:30:15,1474.107,10.031,8537.564,9.892,5039.573,95.647,60,12,1872,0.062,0.831,1.474107,5.039573,8.537564
2009.10.29.,17:30:20,1473.979,10.03,8533.776,9.889,5026.928,95.948,60,12,1872,0.062,0.831,1.473979,5.026928,8.533776
2009.10.29.,17:30:25,1473.329,10.029,8530.918,9.89,5011.9,96.227,60,12,1872,0.062,0.831,1.473329,5.0119,8.530918
2009.10.29.,17:30:30,1472.554,10.028,8528.079,9.89,4998.916,96.479,60,12,1872,0.062,0.831,1.472554,4.998916,8.528079
2009.10.29.,17:30:35,1471.561,10.027,8524.592,9.889,4985.698,96.721,60,12,1872,0.062,0.831,1.471561,4.985698,8.524592
2009.10.29.,17:30:40,1470.916,10.028,8521.303,9.887,4974.629,96.932,60,12,1872,0.062,0.831,1.470916,4.974629,8.521303
2009.10.29.,17:30:45,1470.516,10.026,8517.662,9.886,4963.025,97.122,60,12,1872,0.062,0.831,1.470516,4.963025,8.517662
2009.10.29.,17:30:50,1469.366,10.027,8514.797,9.886,4952.805,97.302,60,12,1872,0.062,0.831,1.469366,4.952805,8.514797
2009.10.29.,17:30:55,1468.858,10.025,8511.561,9.886,4941.607,97.459,60,12,1872,0.062,0.831,1.468858,4.941607,8.511561
2009.10.29.,17:31:00,1468.785,10.025,8508.34,9.883,4930.221,97.599,60,12,1872,0.062,0.831,1.468785,4.930221,8.50834
2009.10.29.,17:31:05,1468.365,10.022,8505.27,9.882,4921.983,97.729,60,12,1872,0.062,0.831,1.468365,4.921983,8.50527
2009.10.29.,17:31:10,1467.322,10.022,8501.643,9.879,4913.392,97.845,60,12,1872,0.062,0.831,1.467322,4.913392,8.501643
2009.10.29.,17:31:15,1466.474,10.021,8498.285,9.883,4903.019,97.949,60,12,1872,0.062,0.831,1.466474,4.903019,8.498285
2009.10.29.,17:31:20,1465.713,10.018,8495.265,9.88,4896.088,98.026,60,12,1872,0.062,0.831,1.465713,4.896088,8.495265
2009.10.29.,17:31:25,1465.443,10.018,8491.558,9.878,4889.092,98.091,60,12,1872,0.062,0.831,1.465443,4.889092,8.491558
2009.10.29.,17:31:30,1465.42,10.016,8489.078,9.879,4882.011,98.147,60,12,1872,0.062,0.831,1.46542,4.882011,8.489078
2009.10.29.,17:31:35,1465.384,10.016,8485.966,9.877,4876.582,98.19,60,12,1872,0.062,0.831,1.465384,4.876582,8.485966
2009.10.29.,17:31:40,1464.43,10.016,8482.471,9.875,4871.18,98.234,60,12,1872,0.062,0.831,1.46443,4.87118,8.482471
2009.10.29.,17:31:45,1463.061,10.015,8479.288,9.873,4865.533,98.271,60,12,1872,0.062,0.831,1.463061,4.865533,8.479288
2009.10.29.,17:31:50,1462.965,10.012,8476.206,9.875,4860.757,98.304,60,12,1872,0.062,0.831,1.462965,4.860757,8.476206
2009.10.29.,17:31:55,1462.62,10.01,8472.964,9.87,4855.376,98.334,60,12,1872,0.062,0.831,1.46262,4.855376,8.472964
2009.10.29.,17:32:00,1462.516,10.012,8470.471,9.869,4849.919,98.362,60,12,1872,0.062,0.831,1.462516,4.849919,8.470471
2009.10.29.,17:32:05,1462.508,10.008,8466.662,9.869,4847.155,98.386,60,12,1872,0.062,0.831,1.462508,4.847155,8.466662
2009.10.29.,17:32:10,1462.45,10.006,8463.755,9.867,4843.819,98.415,60,12,1872,0.062,0.831,1.46245,4.843819,8.463755
2009.10.29.,17:32:15,1462.446,10.004,8460.586,9.863,4841.927,98.444,60,12,1872,0.062,0.831,1.462446,4.841927,8.460586
2009.10.29.,17:32:20,1462.174,10.003,8457.778,9.863,4838.707,98.471,60,12,1872,0.062,0.831,1.462174,4.838707,8.457778
2009.10.29.,17:32:25,1461.268,10,8454.706,9.861,4837.434,98.498,60,12,1872,0.062,0.831,1.461268,4.837434,8.454706
2009.10.29.,17:32:30,1460.761,9.998,8451.396,9.859,4834.755,98.528,60,12,1872,0.062,0.831,1.460761,4.834755,8.451396
2009.10.29.,17:32:35,1460.042,9.999,8449.321,9.857,4832.733,98.557,60,12,1872,0.062,0.831,1.460042,4.832733,8.449321
2009.10.29.,17:32:40,1459.891,9.995,8445.448,9.857,4830.253,98.588,60,12,1872,0.062,0.831,1.459891,4.830253,8.445448
2009.10.29.,17:32:45,1458.686,9.995,8442.477,9.852,4828.22,98.618,60,12,1872,0.062,0.831,1.458686,4.82822,8.442477
2009.10.29.,17:32:50,1458.288,9.994,8439.19,9.853,4825.814,98.645,60,12,1872,0.062,0.831,1.458288,4.825814,8.43919
2009.10.29.,17:32:55,1456.663,9.991,8436.523,9.85,4823.633,98.672,60,12,1872,0.062,0.831,1.456663,4.823633,8.436523
2009.10.29.,17:33:00,1455.67,9.989,8433.689,9.851,4821.777,98.695,60,12,1872,0.062,0.831,1.45567,4.821777,8.433689
2009.10.29.,17:33:05,1454.607,9.989,8430.193,9.849,4819.385,98.722,60,12,1872,0.062,0.831,1.454607,4.819385,8.430193
2009.10.29.,17:33:10,1453.707,9.989,8427.891,9.848,4817.777,98.74,60,12,1872,0.062,0.831,1.453707,4.817777,8.427891
2009.10.29.,17:33:15,1452.965,9.987,8424.457,9.846,4815.824,98.76,60,12,1872,0.062,0.831,1.452965,4.815824,8.424457
2009.10.29.,17:33:20,1452.19,9.986,8422.325,9.844,4814.06,98.775,60,12,1872,0.062,0.831,1.45219,4.81406,8.422325
2009.10.29.,17:33:25,1451.27,9.985,8419.311,9.844,4812.086,98.79,60,12,1872,0.062,0.831,1.45127,4.812086,8.419311
2009.10.29.,17:33:30,1451.019,9.985,8415.896,9.845,4810.782,98.8,60,12,1872,0.062,0.831,1.451019,4.810782,8.415896
2009.10.29.,17:33:35,1450.892,9.985,8412.66,9.841,4809.635,98.809,60,12,1872,0.062,0.831,1.450892,4.809635,8.41266
2009.10.29.,17:33:40,1450.872,9.984,8409.502,9.843,4808.241,98.819,60,12,1872,0.062,0.831,1.450872,4.808241,8.409502
2009.10.29.,17:33:45,1450.841,9.987,8407.286,9.845,4807.345,98.825,60,12,1872,0.062,0.831,1.450841,4.807345,8.407286
2009.10.29.,17:33:50,1449.853,9.988,8404.073,9.843,4806.422,98.831,60,12,1872,0.062,0.831,1.449853,4.806422,8.404073
2009.10.29.,17:33:55,1449.724,9.986,8401.005,9.846,4805.615,98.836,60,12,1872,0.062,0.831,1.449724,4.805615,8.401005
2009.10.29.,17:34:00,1448.915,9.987,8398.149,9.846,4804.942,98.841,60,12,1872,0.062,0.831,1.448915,4.804942,8.398149
2009.10.29.,17:34:05,1447.728,9.987,8395.56,9.849,4804.395,98.844,60,12,1872,0.062,0.831,1.447728,4.804395,8.39556
2009.10.29.,17:34:10,1447.609,9.991,8392.596,9.847,4803.99,98.847,60,12,1872,0.062,0.831,1.447609,4.80399,8.392596
2009.10.29.,17:34:15,1446.431,9.986,8389.871,9.845,4803.7,98.85,60,12,1872,0.062,0.831,1.446431,4.8037,8.389871
2009.10.29.,17:34:20,1445.876,9.988,8387.183,9.845,4803.52,98.851,60,12,1872,0.062,0.831,1.445876,4.80352,8.387183
2009.10.29.,17:34:25,1444.928,9.991,8384.491,9.843,4803.459,98.852,60,12,1872,0.062,0.831,1.444928,4.803459,8.384491
2009.10.29.,17:34:30,1444.098,9.99,8381.715,9.843,4803.472,98.853,60,12,1872,0.062,0.831,1.444098,4.803472,8.381715
2009.10.29.,17:34:35,1443.158,9.988,8378.797,9.839,4803.583,98.853,60,12,1872,0.062,0.831,1.443158,4.803583,8.378797
2009.10.29.,17:34:40,1442.578,9.986,8375.98,9.841,4803.808,98.852,60,12,1872,0.062,0.831,1.442578,4.803808,8.37598
2009.10.29.,17:34:45,1441.821,9.985,8373.1,9.839,4804.128,98.851,60,12,1872,0.062,0.831,1.441821,4.804128,8.3731
2009.10.29.,17:34:50,1440.985,9.981,8371.087,9.839,4804.558,98.85,60,12,1872,0.062,0.831,1.440985,4.804558,8.371087
2009.10.29.,17:34:55,1440.971,9.983,8368.294,9.837,4805.07,98.848,60,12,1872,0.062,0.831,1.440971,4.80507,8.368294
2009.10.29.,17:35:00,1440.965,9.98,8365.819,9.833,4805.633,98.846,60,12,1872,0.062,0.831,1.440965,4.805633,8.365819
2009.10.29.,17:35:05,1440.999,9.979,8362.896,9.834,4806.272,98.843,60,12,1872,0.062,0.831,1.440999,4.806272,8.362896
2009.10.29.,17:35:10,1441.287,9.979,8360.883,9.836,4807.013,98.841,60,12,1872,0.062,0.831,1.441287,4.807013,8.360883
2009.10.29.,17:35:15,1441.286,9.978,8358.412,9.837,4807.829,98.838,60,12,1872,0.062,0.831,1.441286,4.807829,8.358412
2009.10.29.,17:35:20,1441.61,9.978,8355.717,9.834,4808.74,98.835,60,12,1872,0.062,0.831,1.44161,4.80874,8.355717
2009.10.29.,17:35:25,1441.628,9.978,8353.311,9.837,4809.735,98.831,60,12,1872,0.062,0.831,1.441628,4.809735,8.353311
2009.10.29.,17:35:30,1442.111,9.976,8351.314,9.836,4810.822,98.828,60,12,1872,0.062,0.831,1.442111,4.810822,8.351314
2009.10.29.,17:35:35,1442.217,9.975,8348.563,9.834,4811.987,98.825,60,12,1872,0.062,0.831,1.442217,4.811987,8.348563
2009.10.29.,17:35:40,1442.671,9.978,8346.445,9.832,4813.229,98.822,60,12,1872,0.062,0.831,1.442671,4.813229,8.346445
2009.10.29.,17:35:45,1442.81,9.975,8344.479,9.833,4814.639,98.819,60,12,1872,0.062,0.831,1.44281,4.814639,8.344479
2009.10.29.,17:35:50,1443.166,9.973,8342.505,9.831,4816.101,98.815,60,12,1872,0.062,0.831,1.443166,4.816101,8.342505
2009.10.29.,17:35:55,1443.178,9.969,8339.752,9.83,4817.454,98.812,60,12,1872,0.062,0.831,1.443178,4.817454,8.339752
2009.10.29.,17:36:00,1443.213,9.968,8337.984,9.83,4819.156,98.809,60,12,1872,0.062,0.831,1.443213,4.819156,8.337984
2009.10.29.,17:36:05,1443.824,9.968,8336.101,9.825,4820.825,98.807,60,12,1872,0.062,0.831,1.443824,4.820825,8.336101
2009.10.29.,17:36:10,1444.34,9.965,8333.474,9.824,4822.586,98.804,60,12,1872,0.062,0.831,1.44434,4.822586,8.333474
2009.10.29.,17:36:15,1445.487,9.962,8331.51,9.822,4824.472,98.802,60,12,1872,0.062,0.831,1.445487,4.824472,8.33151
2009.10.29.,17:36:20,1446.908,9.962,8329.665,9.823,4826.392,98.799,60,12,1872,0.062,0.831,1.446908,4.826392,8.329665
2009.10.29.,17:36:25,1447.031,9.96,8328.153,9.824,4828.399,98.797,60,12,1872,0.062,0.831,1.447031,4.828399,8.328153
2009.10.29.,17:36:30,1447.297,9.958,8326.238,9.82,4830.246,98.795,60,12,1872,0.062,0.831,1.447297,4.830246,8.326238
2009.10.29.,17:36:35,1448.18,9.959,8324.562,9.819,4832.088,98.791,60,12,1872,0.062,0.831,1.44818,4.832088,8.324562
2009.10.29.,17:36:40,1448.785,9.955,8322.475,9.816,4834.385,98.789,60,12,1872,0.062,0.831,1.448785,4.834385,8.322475
2009.10.29.,17:36:45,1449.414,9.954,8320.872,9.82,4836.153,98.787,60,12,1872,0.062,0.831,1.449414,4.836153,8.320872
2009.10.29.,17:36:50,1450.071,9.949,8318.837,9.816,4838.168,98.783,60,12,1872,0.062,0.831,1.450071,4.838168,8.318837
2009.10.29.,17:36:55,1451.384,9.949,8317.435,9.817,4840.803,98.778,60,12,1872,0.062,0.831,1.451384,4.840803,8.317435
2009.10.29.,17:37:00,1452.162,9.951,8315.777,9.816,4842.892,98.776,60,12,1872,0.062,0.831,1.452162,4.842892,8.315777
2009.10.29.,17:37:05,1453.344,9.948,8314.036,9.814,4845.355,98.772,60,12,1872,0.062,0.831,1.453344,4.845355,8.314036
2009.10.29.,17:37:10,1454.626,9.95,8312.671,9.814,4847.639,98.769,60,12,1872,0.062,0.831,1.454626,4.847639,8.312671
2009.10.29.,17:37:15,1455.7,9.947,8310.758,9.811,4849.761,98.765,60,12,1872,0.062,0.831,1.4557,4.849761,8.310758
2009.10.29.,17:37:20,1456.259,9.948,8309.411,9.809,4852.601,98.762,60,12,1872,0.062,0.831,1.456259,4.852601,8.309411
2009.10.29.,17:37:25,1457.044,9.944,8308.042,9.813,4855.419,98.758,60,12,1872,0.062,0.831,1.457044,4.855419,8.308042
2009.10.29.,17:37:30,1458.442,9.941,8306.392,9.808,4857.832,98.755,60,12,1872,0.062,0.831,1.458442,4.857832,8.306392
2009.10.29.,17:37:35,1459.089,9.941,8304.959,9.807,4861.058,98.751,60,12,1872,0.062,0.831,1.459089,4.861058,8.304959
2009.10.29.,17:37:40,1460.145,9.937,8303.726,9.803,4863.167,98.749,60,12,1872,0.062,0.831,1.460145,4.863167,8.303726
2009.10.29.,17:37:45,1461.579,9.934,8302.302,9.802,4865.758,98.749,60,12,1872,0.062,0.831,1.461579,4.865758,8.302302
2009.10.29.,17:37:50,1462.567,9.933,8300.804,9.799,4869.709,98.748,60,12,1872,0.062,0.831,1.462567,4.869709,8.300804
2009.10.29.,17:37:55,1463.568,9.93,8298.99,9.795,4872.191,98.744,60,12,1872,0.062,0.831,1.463568,4.872191,8.29899
2009.10.29.,17:38:00,1464.998,9.924,8297.964,9.793,4875.439,98.746,60,12,1872,0.062,0.831,1.464998,4.875439,8.297964
2009.10.29.,17:38:05,1465.711,9.92,8297.122,9.793,4878.138,98.743,60,12,1872,0.062,0.831,1.465711,4.878138,8.297122
2009.10.29.,17:38:10,1466.575,9.921,8295.333,9.789,4881.039,98.743,60,12,1872,0.062,0.831,1.466575,4.881039,8.295333
2009.10.29.,17:38:15,1467.542,9.918,8294.454,9.787,4884.438,98.745,60,12,1872,0.062,0.831,1.467542,4.884438,8.294454
2009.10.29.,17:38:20,1468.815,9.916,8293.114,9.784,4886.704,98.745,60,12,1872,0.062,0.831,1.468815,4.886704,8.293114
2009.10.29.,17:38:25,1470.304,9.913,8292.211,9.783,4890.393,98.743,60,12,1872,0.062,0.831,1.470304,4.890393,8.292211
2009.10.29.,17:38:30,1534.312,9.913,8290.525,9.779,4892.806,98.747,60,12,1872,0.062,0.831,1.534312,4.892806,8.290525
2009.10.29.,17:38:35,1611.069,9.912,8289.188,9.779,4896.558,98.748,60,12,1872,0.062,0.831,1.611069,4.896558,8.289188
2009.10.29.,17:38:40,1666.573,9.911,8288.324,9.78,4898.779,98.748,60,12,1872,0.062,0.831,1.666573,4.898779,8.288324
2009.10.29.,17:38:45,1726.589,9.91,8287.365,9.781,4902.034,98.748,60,12,1872,0.062,0.831,1.726589,4.902034,8.287365
2009.10.29.,17:38:50,1786.485,9.913,8286.139,9.778,4904.115,98.748,60,12,1872,0.062,0.831,1.786485,4.904115,8.286139
2009.10.29.,17:38:55,1846.838,9.914,8285.069,9.778,4905.385,98.744,60,12,1872,0.062,0.831,1.846838,4.905385,8.285069
2009.10.29.,17:39:00,1911.588,9.912,8283.738,9.776,4908.848,98.746,60,12,1872,0.062,0.831,1.911588,4.908848,8.283738
2009.10.29.,17:39:05,1984.81,9.912,8282.033,9.774,4911.35,98.745,60,12,1872,0.062,0.831,1.98481,4.91135,8.282033
2009.10.29.,17:39:10,2045.299,9.908,8280.819,9.773,4914.728,98.743,60,12,1872,0.062,0.831,2.045299,4.914728,8.280819
2009.10.29.,17:39:15,2130.664,9.913,8279.49,9.774,4917.806,98.742,60,12,1872,0.062,0.831,2.130664,4.917806,8.27949
2009.10.29.,17:39:20,2228.634,9.914,8277.732,9.769,4920.628,98.738,60,12,1872,0.062,0.831,2.228634,4.920628,8.277732
2009.10.29.,17:39:25,2230.732,9.913,8276.413,9.767,4923.875,98.738,60,12,1872,0.062,0.831,2.230732,4.923875,8.276413
2009.10.29.,17:39:30,2149.129,9.912,8274.573,9.767,4927.428,98.733,60,12,1872,0.062,0.831,2.149129,4.927428,8.274573
2009.10.29.,17:39:35,2075.699,9.91,8272.837,9.765,4930.559,98.731,60,12,1872,0.062,0.831,2.075699,4.930559,8.272837
2009.10.29.,17:39:40,2069.291,9.908,8271.299,9.76,4933.145,98.731,60,12,1872,0.062,0.831,2.069291,4.933145,8.271299
2009.10.29.,17:39:45,2067.771,9.906,8269.505,9.764,4936.993,98.726,60,12,1872,0.062,0.831,2.067771,4.936993,8.269505
2009.10.29.,17:39:50,2035.742,9.9,8267.988,9.759,4939.818,98.722,60,12,1872,0.062,0.831,2.035742,4.939818,8.267988
2009.10.29.,17:39:55,2024.74,9.901,8266.191,9.761,4943.034,98.721,60,12,1872,0.062,0.831,2.02474,4.943034,8.266191
2009.10.29.,17:40:00,2031.185,9.898,8264.694,9.755,4946.401,98.717,60,12,1872,0.062,0.831,2.031185,4.946401,8.264694
2009.10.29.,17:40:05,2030.963,9.896,8262.988,9.756,4949.315,98.713,60,12,1872,0.062,0.831,2.030963,4.949315,8.262988
2009.10.29.,17:40:10,2030.254,9.894,8261.387,9.755,4952.575,98.707,60,12,1872,0.062,0.831,2.030254,4.952575,8.261387
2009.10.29.,17:40:15,2004.242,9.891,8259.992,9.753,4955.047,98.703,60,12,1872,0.062,0.831,2.004242,4.955047,8.259992
2009.10.29.,17:40:20,1969.24,9.89,8258.633,9.752,4958.695,98.701,60,12,1872,0.062,0.831,1.96924,4.958695,8.258633
2009.10.29.,17:40:25,2009.645,9.894,8257.087,9.747,4961.874,98.694,60,12,1872,0.062,0.831,2.009645,4.961874,8.257087
2009.10.29.,17:40:30,1992.926,9.89,8255.554,9.747,4964.698,98.689,60,12,1872,0.062,0.831,1.992926,4.964698,8.255554
2009.10.29.,17:40:35,1975.009,9.889,8254.672,9.748,4967.863,98.687,60,12,1872,0.062,0.831,1.975009,4.967863,8.254672
2009.10.29.,17:40:40,1978.281,9.888,8253.258,9.743,4971.197,98.68,60,12,1872,0.062,0.831,1.978281,4.971197,8.253258
2009.10.29.,17:40:45,2012.891,9.885,8251.949,9.744,4974.327,98.675,60,12,1872,0.062,0.831,2.012891,4.974327,8.251949
2009.10.29.,17:40:50,2003.05,9.884,8250.267,9.74,4977.158,98.672,60,12,1872,0.062,0.831,2.00305,4.977158,8.250267
2009.10.29.,17:40:55,2002.315,9.885,8249.22,9.741,4980.679,98.667,60,12,1872,0.062,0.831,2.002315,4.980679,8.24922
2009.10.29.,17:41:00,2012.001,9.882,8247.913,9.741,4983.86,98.658,60,12,1872,0.062,0.831,2.012001,4.98386,8.247913
2009.10.29.,17:41:05,2010.477,9.884,8246.351,9.74,4986.775,98.653,60,12,1872,0.062,0.831,2.010477,4.986775,8.246351
2009.10.29.,17:41:10,2006.119,9.882,8244.782,9.741,4989.508,98.647,60,12,1872,0.062,0.831,2.006119,4.989508,8.244782
2009.10.29.,17:41:15,2005.83,9.882,8243.315,9.737,4992.679,98.643,60,12,1872,0.062,0.831,2.00583,4.992679,8.243315
2009.10.29.,17:41:20,1983.774,9.879,8242.126,9.735,4995.261,98.634,60,12,1872,0.062,0.831,1.983774,4.995261,8.242126
2009.10.29.,17:41:25,1956.385,9.879,8240.016,9.738,4998.321,98.628,60,12,1872,0.062,0.831,1.956385,4.998321,8.240016
2009.10.29.,17:41:30,1943.516,9.876,8238.905,9.733,5001.346,98.621,60,12,1872,0.062,0.831,1.943516,5.001346,8.238905
2009.10.29.,17:41:35,1930.688,9.874,8237.304,9.73,5003.985,98.614,60,12,1872,0.062,0.831,1.930688,5.003985,8.237304
2009.10.29.,17:41:40,1917.345,9.875,8235.496,9.733,5006.722,98.608,60,12,1872,0.062,0.831,1.917345,5.006722,8.235496
2009.10.29.,17:41:45,1912.538,9.873,8233.632,9.731,5010.053,98.602,60,12,1872,0.062,0.831,1.912538,5.010053,8.233632
2009.10.29.,17:41:50,1901.075,9.871,8232.57,9.731,5013.06,98.595,60,12,1872,0.062,0.831,1.901075,5.01306,8.23257
2009.10.29.,17:41:55,1889.675,9.872,8230.362,9.731,5015.96,98.587,60,12,1872,0.062,0.831,1.889675,5.01596,8.230362
2009.10.29.,17:42:00,1877.832,9.869,8228.912,9.732,5018.683,98.577,60,12,1872,0.062,0.831,1.877832,5.018683,8.228912
2009.10.29.,17:42:05,1865.871,9.869,8227.389,9.729,5021.138,98.57,60,12,1872,0.062,0.831,1.865871,5.021138,8.227389
2009.10.29.,17:42:10,1853.302,9.87,8225.781,9.732,5024.705,98.561,60,12,1872,0.062,0.831,1.853302,5.024705,8.225781
2009.10.29.,17:42:15,1843.551,9.869,8223.823,9.729,5028.163,98.553,60,12,1872,0.062,0.831,1.843551,5.028163,8.223823
2009.10.29.,17:42:20,1832.271,9.869,8222.157,9.732,5031.125,98.547,60,12,1872,0.062,0.831,1.832271,5.031125,8.222157
2009.10.29.,17:42:25,1820.368,9.87,8220.347,9.727,5034.113,98.538,60,12,1872,0.062,0.831,1.820368,5.034113,8.220347
2009.10.29.,17:42:30,1809.759,9.871,8219.134,9.731,5037.899,98.529,60,12,1872,0.062,0.831,1.809759,5.037899,8.219134
2009.10.29.,17:42:35,1799.633,9.865,8217.163,9.727,5040.758,98.518,60,12,1872,0.062,0.831,1.799633,5.040758,8.217163
2009.10.29.,17:42:40,1791.329,9.867,8215.206,9.726,5044.108,98.511,60,12,1872,0.062,0.831,1.791329,5.044108,8.215206
2009.10.29.,17:42:45,1787.789,9.868,8214.047,9.728,5047.985,98.501,60,12,1872,0.062,0.831,1.787789,5.047985,8.214047
2009.10.29.,17:42:50,1781.826,9.865,8211.734,9.727,5050.92,98.489,60,12,1872,0.062,0.831,1.781826,5.05092,8.211734
2009.10.29.,17:42:55,1764.812,9.866,8210.516,9.724,5054.435,98.479,60,12,1872,0.062,0.831,1.764812,5.054435,8.210516
2009.10.29.,17:43:00,1762.452,9.864,8208.945,9.723,5058.027,98.47,60,12,1872,0.062,0.831,1.762452,5.058027,8.208945
2009.10.29.,17:43:05,1750.897,9.862,8207.622,9.721,5060.999,98.46,60,12,1872,0.062,0.831,1.750897,5.060999,8.207622
2009.10.29.,17:43:10,1742.814,9.866,8205.304,9.721,5064.203,98.452,60,12,1872,0.062,0.831,1.742814,5.064203,8.205304
2009.10.29.,17:43:15,1737.267,9.864,8203.598,9.722,5067.384,98.439,60,12,1872,0.062,0.831,1.737267,5.067384,8.203598
2009.10.29.,17:43:20,1724.672,9.862,8201.907,9.718,5070.522,98.432,60,12,1872,0.062,0.831,1.724672,5.070522,8.201907
2009.10.29.,17:43:25,1724.473,9.862,8200.858,9.717,5073.668,98.425,60,12,1872,0.062,0.831,1.724473,5.073668,8.200858
2009.10.29.,17:43:30,1717.419,9.861,8198.702,9.717,5076.6,98.416,60,12,1872,0.062,0.831,1.717419,5.0766,8.198702
2009.10.29.,17:43:35,1707.346,9.861,8196.978,9.715,5079.416,98.406,60,12,1872,0.062,0.831,1.707346,5.079416,8.196978
2009.10.29.,17:43:40,1696.405,9.86,8195.512,9.715,5082.541,98.397,60,12,1872,0.062,0.831,1.696405,5.082541,8.195512
2009.10.29.,17:43:45,1695.562,9.86,8193.791,9.714,5085.453,98.389,60,12,1872,0.062,0.831,1.695562,5.085453,8.193791
2009.10.29.,17:43:50,1690.035,9.859,8192.58,9.711,5088.427,98.381,60,12,1872,0.062,0.831,1.690035,5.088427,8.19258
2009.10.29.,17:43:55,1680.931,9.858,8190.371,9.709,5091.347,98.375,60,12,1872,0.062,0.831,1.680931,5.091347,8.190371
2009.10.29.,17:44:00,1678.633,9.86,8189.315,9.712,5093.702,98.365,60,12,1872,0.062,0.831,1.678633,5.093702,8.189315
2009.10.29.,17:44:05,1667.367,9.858,8187.398,9.71,5096.267,98.356,60,12,1872,0.062,0.831,1.667367,5.096267,8.187398
2009.10.29.,17:44:10,1665.498,9.859,8185.746,9.71,5098.917,98.349,60,12,1872,0.062,0.831,1.665498,5.098917,8.185746
2009.10.29.,17:44:15,1663.352,9.856,8184.141,9.711,5101.14,98.34,60,12,1872,0.062,0.831,1.663352,5.10114,8.184141
