date,time,pto,Tt@s,pco,Tc@s,Ptv,Tt@v,cycle time,injection time,depth,tubing diameter,oil density,Pt@s,Pt@v,Pc@s
11/7/2009,8:36:50,1551.193,10.497,9988.691,10.236,5841.326,127.714,240,22,2394,0.052,0.872,1.551193,5.841326,9.988691
11/7/2009,8:36:55,1551.046,10.496,9987.568,10.231,5843.573,127.706,240,22,2394,0.052,0.872,1.551046,5.843573,9.987568
11/7/2009,8:37:00,1548.46,10.492,9986.236,10.232,5845.983,127.703,240,22,2394,0.052,0.872,1.54846,5.845983,9.986236
11/7/2009,8:37:05,1549.542,10.492,9985.433,10.229,5848.728,127.703,240,22,2394,0.052,0.872,1.549542,5.848728,9.985433
11/7/2009,8:37:10,1552.02,10.488,9983.808,10.227,5851.427,127.699,240,22,2394,0.052,0.872,1.55202,5.851427,9.983808
11/7/2009,8:37:15,1553.456,10.485,9982.836,10.225,5854.227,127.695,240,22,2394,0.052,0.872,1.553456,5.854227,9.982836
11/7/2009,8:37:20,1553.49,10.484,9981.599,10.222,5856.942,127.687,240,22,2394,0.052,0.872,1.55349,5.856942,9.981599
11/7/2009,8:37:25,1553.447,10.481,9980.2,10.222,5859.94,127.687,240,22,2394,0.052,0.872,1.553447,5.85994,9.9802
11/7/2009,8:37:30,1553.407,10.479,9979.813,10.22,5863.082,127.682,240,22,2394,0.052,0.872,1.553407,5.863082,9.979813
11/7/2009,8:37:35,1553.544,10.475,9977.855,10.215,5866.071,127.673,240,22,2394,0.052,0.872,1.553544,5.866071,9.977855
11/7/2009,8:37:40,1558.309,10.471,9976.734,10.215,5869.245,127.67,240,22,2394,0.052,0.872,1.558309,5.869245,9.976734
11/7/2009,8:37:45,1560.701,10.469,9975.585,10.213,5872.775,127.667,240,22,2394,0.052,0.872,1.560701,5.872775,9.975585
11/7/2009,8:37:50,1564.411,10.468,9974.755,10.214,5875.74,127.658,240,22,2394,0.052,0.872,1.564411,5.87574,9.974755
11/7/2009,8:37:55,1566.097,10.465,9973.223,10.209,5879.069,127.653,240,22,2394,0.052,0.872,1.566097,5.879069,9.973223
11/7/2009,8:38:00,1566.044,10.465,9972.721,10.209,5882.075,127.651,240,22,2394,0.052,0.872,1.566044,5.882075,9.972721
11/7/2009,8:38:05,1566.154,10.466,9971.284,10.209,5885.422,127.646,240,22,2394,0.052,0.872,1.566154,5.885422,9.971284
11/7/2009,8:38:10,1566.167,10.464,9969.726,10.208,5888.988,127.638,240,22,2394,0.052,0.872,1.566167,5.888988,9.969726
11/7/2009,8:38:15,1566.831,10.462,9968.995,10.206,5892.688,127.639,240,22,2394,0.052,0.872,1.566831,5.892688,9.968995
11/7/2009,8:38:20,1566.815,10.464,9967.687,10.204,5896.055,127.633,240,22,2394,0.052,0.872,1.566815,5.896055,9.967687
11/7/2009,8:38:25,1566.123,10.46,9966.993,10.205,5899.626,127.626,240,22,2394,0.052,0.872,1.566123,5.899626,9.966993
11/7/2009,8:38:30,1566.105,10.46,9965.835,10.205,5903.322,127.622,240,22,2394,0.052,0.872,1.566105,5.903322,9.965835
11/7/2009,8:38:35,1566.207,10.457,9964.338,10.203,5906.91,127.618,240,22,2394,0.052,0.872,1.566207,5.90691,9.964338
11/7/2009,8:38:40,1566.205,10.456,9962.879,10.198,5910.447,127.618,240,22,2394,0.052,0.872,1.566205,5.910447,9.962879
11/7/2009,8:38:45,1566.217,10.453,9962.122,10.2,5914.33,127.611,240,22,2394,0.052,0.872,1.566217,5.91433,9.962122
11/7/2009,8:38:50,1565.709,10.452,9960.838,10.198,5918.138,127.607,240,22,2394,0.052,0.872,1.565709,5.918138,9.960838
11/7/2009,8:38:55,1565.726,10.451,9960.089,10.195,5921.885,127.608,240,22,2394,0.052,0.872,1.565726,5.921885,9.960089
11/7/2009,8:39:00,1565.716,10.446,9958.661,10.192,5925.721,127.604,240,22,2394,0.052,0.872,1.565716,5.925721,9.958661
11/7/2009,8:39:05,1564.667,10.445,9957.941,10.194,5929.595,127.601,240,22,2394,0.052,0.872,1.564667,5.929595,9.957941
11/7/2009,8:39:10,1564.238,10.446,9956.904,10.193,5933.701,127.598,240,22,2394,0.052,0.872,1.564238,5.933701,9.956904
11/7/2009,8:39:15,1563.631,10.44,9955.754,10.193,5937.723,127.596,240,22,2394,0.052,0.872,1.563631,5.937723,9.955754
11/7/2009,8:39:20,1562.983,10.44,9954.974,10.194,5941.816,127.593,240,22,2394,0.052,0.872,1.562983,5.941816,9.954974
11/7/2009,8:39:25,1562.045,10.44,9953.745,10.191,5946.032,127.59,240,22,2394,0.052,0.872,1.562045,5.946032,9.953745
11/7/2009,8:39:30,1561.984,10.437,9952.422,10.193,5950.248,127.588,240,22,2394,0.052,0.872,1.561984,5.950248,9.952422
11/7/2009,8:39:35,1561.929,10.436,9951.382,10.191,5954.966,127.588,240,22,2394,0.052,0.872,1.561929,5.954966,9.951382
11/7/2009,8:39:40,1561.94,10.441,9950.709,10.191,5959.2,127.587,240,22,2394,0.052,0.872,1.56194,5.9592,9.950709
11/7/2009,8:39:45,1561.153,10.435,9949.786,10.196,5963.319,127.58,240,22,2394,0.052,0.872,1.561153,5.963319,9.949786
11/7/2009,8:39:50,1561.122,10.438,9948.191,10.19,5967.646,127.578,240,22,2394,0.052,0.872,1.561122,5.967646,9.948191
11/7/2009,8:39:55,1561.114,10.434,9947.211,10.19,5971.974,127.583,240,22,2394,0.052,0.872,1.561114,5.971974,9.947211
11/7/2009,8:40:00,1560.963,10.431,9946.333,10.189,5976.339,127.577,240,22,2394,0.052,0.872,1.560963,5.976339,9.946333
11/7/2009,8:40:05,1560.979,10.43,9945.67,10.189,5980.679,127.577,240,22,2394,0.052,0.872,1.560979,5.980679,9.94567
11/7/2009,8:40:10,1560.923,10.429,9944.357,10.185,5984.966,127.577,240,22,2394,0.052,0.872,1.560923,5.984966,9.944357
11/7/2009,8:40:15,1561.37,10.427,9943.267,10.183,5989.029,127.582,240,22,2394,0.052,0.872,1.56137,5.989029,9.943267
11/7/2009,8:40:20,1561.363,10.424,9942.799,10.178,5992.99,127.577,240,22,2394,0.052,0.872,1.561363,5.99299,9.942799
11/7/2009,8:40:25,1563.956,10.423,9941.3,10.183,5996.691,127.58,240,22,2394,0.052,0.872,1.563956,5.996691,9.9413
11/7/2009,8:40:30,1563.197,10.422,9940.389,10.182,6000.544,127.581,240,22,2394,0.052,0.872,1.563197,6.000544,9.940389
11/7/2009,8:40:35,1562.829,10.419,9939.088,10.181,6004.158,127.575,240,22,2394,0.052,0.872,1.562829,6.004158,9.939088
11/7/2009,8:40:40,1561.567,10.418,9938.426,10.178,6007.939,127.58,240,22,2394,0.052,0.872,1.561567,6.007939,9.938426
11/7/2009,8:40:45,1561.456,10.417,9937.395,10.178,6011.808,127.58,240,22,2394,0.052,0.872,1.561456,6.011808,9.937395
11/7/2009,8:40:50,1559.188,10.417,9935.957,10.178,6015.243,127.577,240,22,2394,0.052,0.872,1.559188,6.015243,9.935957
11/7/2009,8:40:55,1559.168,10.416,9935.284,10.182,6019.126,127.577,240,22,2394,0.052,0.872,1.559168,6.019126,9.935284
11/7/2009,8:41:00,1557.511,10.417,9934.075,10.178,6022.939,127.577,240,22,2394,0.052,0.872,1.557511,6.022939,9.934075
11/7/2009,8:41:05,1556.383,10.42,9933.169,10.18,6026.808,127.575,240,22,2394,0.052,0.872,1.556383,6.026808,9.933169
11/7/2009,8:41:10,1554.758,10.418,9932.308,10.179,6030.713,127.575,240,22,2394,0.052,0.872,1.554758,6.030713,9.932308
11/7/2009,8:41:15,1554.408,10.415,9931.11,10.181,6034.863,127.578,240,22,2394,0.052,0.872,1.554408,6.034863,9.93111
11/7/2009,8:41:20,1554.428,10.416,9930.364,10.18,6038.648,127.572,240,22,2394,0.052,0.872,1.554428,6.038648,9.930364
11/7/2009,8:41:25,1556.34,10.417,9929.099,10.177,6042.566,127.576,240,22,2394,0.052,0.872,1.55634,6.042566,9.929099
11/7/2009,8:41:30,1556.226,10.414,9928.537,10.176,6046.646,127.575,240,22,2394,0.052,0.872,1.556226,6.046646,9.928537
11/7/2009,8:41:35,1555.974,10.414,9927.78,10.174,6050.977,127.578,240,22,2394,0.052,0.872,1.555974,6.050977,9.92778
11/7/2009,8:41:40,1553.64,10.409,9926.52,10.172,6054.878,127.576,240,22,2394,0.052,0.872,1.55364,6.054878,9.92652
11/7/2009,8:41:45,1550.739,10.409,9925.298,10.17,6059.38,127.578,240,22,2394,0.052,0.872,1.550739,6.05938,9.925298
11/7/2009,8:41:50,1549.739,10.405,9924.68,10.167,6063.256,127.573,240,22,2394,0.052,0.872,1.549739,6.063256,9.92468
11/7/2009,8:41:55,1547.016,10.403,9923.914,10.167,6067.798,127.573,240,22,2394,0.052,0.872,1.547016,6.067798,9.923914
11/7/2009,8:42:00,1546.779,10.402,9922.932,10.167,6071.749,127.573,240,22,2394,0.052,0.872,1.546779,6.071749,9.922932
11/7/2009,8:42:05,1550.539,10.399,9922.007,10.166,6076.094,127.579,240,22,2394,0.052,0.872,1.550539,6.076094,9.922007
11/7/2009,8:42:10,1550.537,10.399,9920.684,10.165,6080.101,127.576,240,22,2394,0.052,0.872,1.550537,6.080101,9.920684
11/7/2009,8:42:15,1550.426,10.397,9920.18,10.163,6084.045,127.574,240,22,2394,0.052,0.872,1.550426,6.084045,9.92018
11/7/2009,8:42:20,1548.493,10.394,9919.048,10.16,6087.949,127.579,240,22,2394,0.052,0.872,1.548493,6.087949,9.919048
11/7/2009,8:42:25,1547.698,10.393,9918.416,10.16,6091.551,127.576,240,22,2394,0.052,0.872,1.547698,6.091551,9.918416
11/7/2009,8:42:30,1547.696,10.392,9917.506,10.16,6095.341,127.575,240,22,2394,0.052,0.872,1.547696,6.095341,9.917506
11/7/2009,8:42:35,1548.229,10.389,9916.547,10.158,6098.92,127.574,240,22,2394,0.052,0.872,1.548229,6.09892,9.916547
11/7/2009,8:42:40,1548.305,10.39,9915.619,10.158,6102.58,127.572,240,22,2394,0.052,0.872,1.548305,6.10258,9.915619
11/7/2009,8:42:45,1548.59,10.389,9914.406,10.159,6106.421,127.573,240,22,2394,0.052,0.872,1.54859,6.106421,9.914406
11/7/2009,8:42:50,1548.606,10.388,9914.303,10.157,6109.753,127.57,240,22,2394,0.052,0.872,1.548606,6.109753,9.914303
11/7/2009,8:42:55,1548.225,10.387,9912.737,10.153,6113.47,127.568,240,22,2394,0.052,0.872,1.548225,6.11347,9.912737
11/7/2009,8:43:00,1547.389,10.383,9912.173,10.152,6116.892,127.568,240,22,2394,0.052,0.872,1.547389,6.116892,9.912173
11/7/2009,8:43:05,1546.889,10.385,9912.013,10.153,6120.554,127.568,240,22,2394,0.052,0.872,1.546889,6.120554,9.912013
11/7/2009,8:43:10,1546.541,10.383,9910.185,10.151,6124.388,127.565,240,22,2394,0.052,0.872,1.546541,6.124388,9.910185
11/7/2009,8:43:15,1546.548,10.386,9909.682,10.152,6127.916,127.568,240,22,2394,0.052,0.872,1.546548,6.127916,9.909682
11/7/2009,8:43:20,1548.505,10.383,9908.533,10.152,6131.764,127.571,240,22,2394,0.052,0.872,1.548505,6.131764,9.908533
11/7/2009,8:43:25,1548.975,10.383,9908.209,10.153,6135.526,127.569,240,22,2394,0.052,0.872,1.548975,6.135526,9.908209
11/7/2009,8:43:30,1548.432,10.382,9906.972,10.153,6139.28,127.573,240,22,2394,0.052,0.872,1.548432,6.13928,9.906972
11/7/2009,8:43:35,1548.398,10.383,9906.067,10.154,6142.918,127.572,240,22,2394,0.052,0.872,1.548398,6.142918,9.906067
11/7/2009,8:43:40,1547.753,10.385,9905.241,10.155,6146.725,127.57,240,22,2394,0.052,0.872,1.547753,6.146725,9.905241
11/7/2009,8:43:45,1546.988,10.381,9904.469,10.155,6150.647,127.576,240,22,2394,0.052,0.872,1.546988,6.150647,9.904469
11/7/2009,8:43:50,1546.429,10.38,9903.754,10.152,6154.459,127.577,240,22,2394,0.052,0.872,1.546429,6.154459,9.903754
11/7/2009,8:43:55,1546.406,10.378,9903.087,10.152,6158.244,127.574,240,22,2394,0.052,0.872,1.546406,6.158244,9.903087
11/7/2009,8:44:00,1545.416,10.379,9902.064,10.152,6162.038,127.574,240,22,2394,0.052,0.872,1.545416,6.162038,9.902064
11/7/2009,8:44:05,1545.386,10.381,9901.277,10.149,6165.922,127.573,240,22,2394,0.052,0.872,1.545386,6.165922,9.901277
11/7/2009,8:44:10,1545.384,10.38,9900.563,10.152,6169.46,127.57,240,22,2394,0.052,0.872,1.545384,6.16946,9.900563
11/7/2009,8:44:15,1545.29,10.378,9899.858,10.146,6173.248,127.571,240,22,2394,0.052,0.872,1.54529,6.173248,9.899858
11/7/2009,8:44:20,1544.287,10.381,9899.166,10.15,6176.721,127.569,240,22,2394,0.052,0.872,1.544287,6.176721,9.899166
11/7/2009,8:44:25,1544.251,10.382,9898.291,10.151,6180.227,127.566,240,22,2394,0.052,0.872,1.544251,6.180227,9.898291
11/7/2009,8:44:30,1542.851,10.375,9897.846,10.151,6183.625,127.559,240,22,2394,0.052,0.872,1.542851,6.183625,9.897846
11/7/2009,8:44:35,1542.266,10.38,9896.586,10.151,6187.094,127.557,240,22,2394,0.052,0.872,1.542266,6.187094,9.896586
11/7/2009,8:44:40,1542.207,10.377,9895.651,10.151,6190.179,127.552,240,22,2394,0.052,0.872,1.542207,6.190179,9.895651
11/7/2009,8:44:45,1542.151,10.377,9894.979,10.149,6193.612,127.547,240,22,2394,0.052,0.872,1.542151,6.193612,9.894979
11/7/2009,8:44:50,1541.867,10.378,9894.142,10.148,6196.458,127.539,240,22,2394,0.052,0.872,1.541867,6.196458,9.894142
11/7/2009,8:44:55,1542.514,10.377,9893.683,10.148,6199.688,127.534,240,22,2394,0.052,0.872,1.542514,6.199688,9.893683
11/7/2009,8:45:00,1541.685,10.378,9892.659,10.149,6202.592,127.526,240,22,2394,0.052,0.872,1.541685,6.202592,9.892659
11/7/2009,8:45:05,1540.081,10.377,9891.591,10.149,6205.429,127.519,240,22,2394,0.052,0.872,1.540081,6.205429,9.891591
11/7/2009,8:45:10,1539.527,10.379,9891.221,10.15,6208.098,127.507,240,22,2394,0.052,0.872,1.539527,6.208098,9.891221
11/7/2009,8:45:15,1539.548,10.381,9890.235,10.149,6210.91,127.504,240,22,2394,0.052,0.872,1.539548,6.21091,9.890235
11/7/2009,8:45:20,1539.528,10.38,9890.163,10.152,6213.402,127.495,240,22,2394,0.052,0.872,1.539528,6.213402,9.890163
11/7/2009,8:45:25,1539.689,10.379,9889.254,10.152,6216.15,127.487,240,22,2394,0.052,0.872,1.539689,6.21615,9.889254
11/7/2009,8:45:30,1539.58,10.379,9888.111,10.151,6218.8,127.477,240,22,2394,0.052,0.872,1.53958,6.2188,9.888111
11/7/2009,8:45:35,1537.62,10.381,9887.45,10.148,6221.457,127.468,240,22,2394,0.052,0.872,1.53762,6.221457,9.88745
11/7/2009,8:45:40,1537.629,10.376,9887.099,10.149,6223.902,127.459,240,22,2394,0.052,0.872,1.537629,6.223902,9.887099
11/7/2009,8:45:45,1537.98,10.38,9885.831,10.149,6226.613,127.448,240,22,2394,0.052,0.872,1.53798,6.226613,9.885831
11/7/2009,8:45:50,1537.602,10.38,9885.305,10.15,6229.18,127.44,240,22,2394,0.052,0.872,1.537602,6.22918,9.885305
11/7/2009,8:45:55,1535.983,10.381,9884.392,10.15,6231.668,127.429,240,22,2394,0.052,0.872,1.535983,6.231668,9.884392
11/7/2009,8:46:00,1535.369,10.381,9883.678,10.153,6234.061,127.416,240,22,2394,0.052,0.872,1.535369,6.234061,9.883678
11/7/2009,8:46:05,1535.279,10.381,9883.065,10.151,6236.416,127.404,240,22,2394,0.052,0.872,1.535279,6.236416,9.883065
11/7/2009,8:46:10,1535.174,10.382,9882.035,10.153,6238.655,127.395,240,22,2394,0.052,0.872,1.535174,6.238655,9.882035
11/7/2009,8:46:15,1535.202,10.387,9881.928,10.154,6240.809,127.38,240,22,2394,0.052,0.872,1.535202,6.240809,9.881928
11/7/2009,8:46:20,1535.394,10.384,9880.923,10.154,6242.787,127.369,240,22,2394,0.052,0.872,1.535394,6.242787,9.880923
11/7/2009,8:46:25,1535.356,10.383,9880.321,10.157,6244.646,127.359,240,22,2394,0.052,0.872,1.535356,6.244646,9.880321
11/7/2009,8:46:30,1535.425,10.382,9879.477,10.158,6246.187,127.346,240,22,2394,0.052,0.872,1.535425,6.246187,9.879477
11/7/2009,8:46:35,1535.424,10.381,9878.429,10.152,6247.748,127.336,240,22,2394,0.052,0.872,1.535424,6.247748,9.878429
11/7/2009,8:46:40,1533.84,10.382,9877.812,10.154,6249.32,127.325,240,22,2394,0.052,0.872,1.53384,6.24932,9.877812
11/7/2009,8:46:45,1531.55,10.381,9877.208,10.153,6250.803,127.315,240,22,2394,0.052,0.872,1.53155,6.250803,9.877208
11/7/2009,8:46:50,1530.074,10.382,9876.595,10.156,6252.277,127.304,240,22,2394,0.052,0.872,1.530074,6.252277,9.876595
11/7/2009,8:46:55,1529.856,10.38,9875.994,10.153,6253.723,127.294,240,22,2394,0.052,0.872,1.529856,6.253723,9.875994
11/7/2009,8:47:00,1528.928,10.385,9874.818,10.154,6255.16,127.284,240,22,2394,0.052,0.872,1.528928,6.25516,9.874818
11/7/2009,8:47:05,1528.094,10.382,9874.131,10.156,6256.608,127.275,240,22,2394,0.052,0.872,1.528094,6.256608,9.874131
11/7/2009,8:47:10,1528.095,10.383,9873.519,10.154,6258.071,127.265,240,22,2394,0.052,0.872,1.528095,6.258071,9.873519
11/7/2009,8:47:15,1528.056,10.381,9872.988,10.155,6259.611,127.257,240,22,2394,0.052,0.872,1.528056,6.259611,9.872988
11/7/2009,8:47:20,1528.328,10.382,9872.487,10.157,6261.15,127.247,240,22,2394,0.052,0.872,1.528328,6.26115,9.872487
11/7/2009,8:47:25,1528.85,10.382,9871.546,10.154,6262.782,127.239,240,22,2394,0.052,0.872,1.52885,6.262782,9.871546
11/7/2009,8:47:30,1529.188,10.38,9870.745,10.15,6264.487,127.232,240,22,2394,0.052,0.872,1.529188,6.264487,9.870745
11/7/2009,8:47:35,1529.242,10.38,9870.097,10.151,6266.31,127.225,240,22,2394,0.052,0.872,1.529242,6.26631,9.870097
11/7/2009,8:47:40,1529.23,10.383,9869.081,10.149,6268.184,127.218,240,22,2394,0.052,0.872,1.52923,6.268184,9.869081
11/7/2009,8:47:45,1527.688,10.378,9868.68,10.152,6270.171,127.212,240,22,2394,0.052,0.872,1.527688,6.270171,9.86868
11/7/2009,8:47:50,1527.174,10.381,9868.285,10.149,6272.178,127.209,240,22,2394,0.052,0.872,1.527174,6.272178,9.868285
11/7/2009,8:47:55,1525.823,10.381,9867.391,10.148,6274.325,127.206,240,22,2394,0.052,0.872,1.525823,6.274325,9.867391
11/7/2009,8:48:00,1525.139,10.382,9866.875,10.151,6276.352,127.201,240,22,2394,0.052,0.872,1.525139,6.276352,9.866875
11/7/2009,8:48:05,1524.993,10.381,9866.127,10.149,6278.498,127.201,240,22,2394,0.052,0.872,1.524993,6.278498,9.866127
11/7/2009,8:48:10,1524.563,10.382,9865.078,10.148,6280.546,127.198,240,22,2394,0.052,0.872,1.524563,6.280546,9.865078
11/7/2009,8:48:15,1523.773,10.383,9864.947,10.151,6282.581,127.199,240,22,2394,0.052,0.872,1.523773,6.282581,9.864947
11/7/2009,8:48:20,1522.69,10.382,9863.827,10.151,6284.751,127.2,240,22,2394,0.052,0.872,1.52269,6.284751,9.863827
11/7/2009,8:48:25,1521.875,10.38,9863.303,10.152,6286.818,127.202,240,22,2394,0.052,0.872,1.521875,6.286818,9.863303
11/7/2009,8:48:30,1521.776,10.384,9862.673,10.149,6288.862,127.203,240,22,2394,0.052,0.872,1.521776,6.288862,9.862673
11/7/2009,8:48:35,1520.502,10.378,9861.934,10.148,6291.046,127.205,240,22,2394,0.052,0.872,1.520502,6.291046,9.861934
11/7/2009,8:48:40,1520.052,10.378,9861.242,10.147,6293.069,127.209,240,22,2394,0.052,0.872,1.520052,6.293069,9.861242
11/7/2009,8:48:45,1520.056,10.38,9860.476,10.144,6295.271,127.211,240,22,2394,0.052,0.872,1.520056,6.295271,9.860476
11/7/2009,8:48:50,1518.355,10.377,9859.754,10.143,6297.43,127.216,240,22,2394,0.052,0.872,1.518355,6.29743,9.859754
11/7/2009,8:48:55,1518.354,10.376,9858.924,10.144,6299.745,127.22,240,22,2394,0.052,0.872,1.518354,6.299745,9.858924
11/7/2009,8:49:00,1518.749,10.375,9858.438,10.14,6301.986,127.224,240,22,2394,0.052,0.872,1.518749,6.301986,9.858438
11/7/2009,8:49:05,1518.187,10.374,9857.425,10.139,6304.24,127.228,240,22,2394,0.052,0.872,1.518187,6.30424,9.857425
11/7/2009,8:49:10,1518.174,10.376,9857.448,10.142,6306.492,127.234,240,22,2394,0.052,0.872,1.518174,6.306492,9.857448
11/7/2009,8:49:15,1517.659,10.371,9856.354,10.144,6308.72,127.237,240,22,2394,0.052,0.872,1.517659,6.30872,9.856354
11/7/2009,8:49:20,1516.378,10.37,9855.932,10.14,6310.958,127.241,240,22,2394,0.052,0.872,1.516378,6.310958,9.855932
11/7/2009,8:49:25,1516.358,10.369,9854.862,10.138,6313.248,127.247,240,22,2394,0.052,0.872,1.516358,6.313248,9.854862
11/7/2009,8:49:30,1515.785,10.371,9854.521,10.136,6315.395,127.251,240,22,2394,0.052,0.872,1.515785,6.315395,9.854521
11/7/2009,8:49:35,1514.34,10.369,9853.277,10.135,6317.562,127.252,240,22,2394,0.052,0.872,1.51434,6.317562,9.853277
11/7/2009,8:49:40,1514.841,10.367,9853.105,10.135,6319.837,127.256,240,22,2394,0.052,0.872,1.514841,6.319837,9.853105
11/7/2009,8:49:45,1514.248,10.367,9852.56,10.133,6322.04,127.261,240,22,2394,0.052,0.872,1.514248,6.32204,9.85256
11/7/2009,8:49:50,1512.352,10.365,9852.212,10.133,6324.157,127.265,240,22,2394,0.052,0.872,1.512352,6.324157,9.852212
11/7/2009,8:49:55,1511.124,10.364,9851.642,10.133,6326.402,127.269,240,22,2394,0.052,0.872,1.511124,6.326402,9.851642
11/7/2009,8:50:00,1511.123,10.363,9850.6,10.131,6328.473,127.273,240,22,2394,0.052,0.872,1.511123,6.328473,9.8506
11/7/2009,8:50:05,1509.376,10.364,9850.063,10.132,6330.748,127.276,240,22,2394,0.052,0.872,1.509376,6.330748,9.850063
11/7/2009,8:50:10,1509.928,10.36,9849.341,10.132,6332.941,127.28,240,22,2394,0.052,0.872,1.509928,6.332941,9.849341
11/7/2009,8:50:15,1509.94,10.357,9848.37,10.129,6334.923,127.282,240,22,2394,0.052,0.872,1.50994,6.334923,9.84837
11/7/2009,8:50:20,1510.124,10.359,9848.057,10.128,6337.021,127.286,240,22,2394,0.052,0.872,1.510124,6.337021,9.848057
11/7/2009,8:50:25,1508.828,10.36,9847.418,10.129,6339.222,127.287,240,22,2394,0.052,0.872,1.508828,6.339222,9.847418
11/7/2009,8:50:30,1508.39,10.357,9846.248,10.127,6341.335,127.291,240,22,2394,0.052,0.872,1.50839,6.341335,9.846248
11/7/2009,8:50:35,1508.109,10.361,9846.161,10.129,6343.472,127.294,240,22,2394,0.052,0.872,1.508109,6.343472,9.846161
11/7/2009,8:50:40,1508.069,10.358,9845.487,10.125,6345.518,127.297,240,22,2394,0.052,0.872,1.508069,6.345518,9.845487
11/7/2009,8:50:45,1507.144,10.355,9844.585,10.125,6347.755,127.299,240,22,2394,0.052,0.872,1.507144,6.347755,9.844585
11/7/2009,8:50:50,1507.093,10.357,9844.077,10.124,6349.857,127.302,240,22,2394,0.052,0.872,1.507093,6.349857,9.844077
11/7/2009,8:50:55,1506.817,10.354,9843.386,10.123,6351.98,127.305,240,22,2394,0.052,0.872,1.506817,6.35198,9.843386
11/7/2009,8:51:00,1505.685,10.355,9843.306,10.121,6354.093,127.307,240,22,2394,0.052,0.872,1.505685,6.354093,9.843306
11/7/2009,8:51:05,1505.967,10.352,9842.135,10.116,6356.121,127.31,240,22,2394,0.052,0.872,1.505967,6.356121,9.842135
11/7/2009,8:51:10,1506.008,10.346,9841.701,10.116,6358.267,127.313,240,22,2394,0.052,0.872,1.506008,6.358267,9.841701
11/7/2009,8:51:15,1505.899,10.345,9840.942,10.113,6360.321,127.313,240,22,2394,0.052,0.872,1.505899,6.360321,9.840942
11/7/2009,8:51:20,1504.614,10.342,9840.717,10.112,6362.388,127.315,240,22,2394,0.052,0.872,1.504614,6.362388,9.840717
11/7/2009,8:51:25,1503.375,10.344,9840.005,10.108,6364.448,127.318,240,22,2394,0.052,0.872,1.503375,6.364448,9.840005
11/7/2009,8:51:30,1501.185,10.339,9839.261,10.104,6366.497,127.32,240,22,2394,0.052,0.872,1.501185,6.366497,9.839261
11/7/2009,8:51:35,1501.217,10.336,9838.626,10.107,6368.548,127.322,240,22,2394,0.052,0.872,1.501217,6.368548,9.838626
11/7/2009,8:51:40,1504.242,10.336,9838.214,10.106,6370.628,127.323,240,22,2394,0.052,0.872,1.504242,6.370628,9.838214
11/7/2009,8:51:45,1504.238,10.334,9837.29,10.105,6372.697,127.325,240,22,2394,0.052,0.872,1.504238,6.372697,9.83729
11/7/2009,8:51:50,1504.243,10.336,9836.908,10.105,6374.803,127.326,240,22,2394,0.052,0.872,1.504243,6.374803,9.836908
11/7/2009,8:51:55,1504.218,10.333,9836.59,10.103,6376.802,127.328,240,22,2394,0.052,0.872,1.504218,6.376802,9.83659
11/7/2009,8:52:00,1502.395,10.331,9835.461,10.103,6378.931,127.329,240,22,2394,0.052,0.872,1.502395,6.378931,9.835461
11/7/2009,8:52:05,1500.373,10.328,9834.836,10.098,6380.941,127.33,240,22,2394,0.052,0.872,1.500373,6.380941,9.834836
11/7/2009,8:52:10,1499.372,10.323,9834.278,10.095,6382.998,127.331,240,22,2394,0.052,0.872,1.499372,6.382998,9.834278
11/7/2009,8:52:15,1497.028,10.322,9833.798,10.095,6385.102,127.332,240,22,2394,0.052,0.872,1.497028,6.385102,9.833798
11/7/2009,8:52:20,1497.024,10.32,9833.271,10.094,6387.093,127.333,240,22,2394,0.052,0.872,1.497024,6.387093,9.833271
11/7/2009,8:52:25,1498.151,10.316,9832.464,10.091,6389.248,127.334,240,22,2394,0.052,0.872,1.498151,6.389248,9.832464
11/7/2009,8:52:30,1498.092,10.313,9832.096,10.087,6391.275,127.334,240,22,2394,0.052,0.872,1.498092,6.391275,9.832096
11/7/2009,8:52:35,1498.11,10.314,9831.464,10.089,6393.309,127.333,240,22,2394,0.052,0.872,1.49811,6.393309,9.831464
11/7/2009,8:52:40,1498.839,10.309,9830.853,10.087,6395.371,127.335,240,22,2394,0.052,0.872,1.498839,6.395371,9.830853
11/7/2009,8:52:45,1498.845,10.312,9830.397,10.083,6397.349,127.333,240,22,2394,0.052,0.872,1.498845,6.397349,9.830397
11/7/2009,8:52:50,1499.325,10.308,9829.692,10.083,6399.347,127.334,240,22,2394,0.052,0.872,1.499325,6.399347,9.829692
11/7/2009,8:52:55,1498.042,10.306,9829.306,10.08,6401.402,127.333,240,22,2394,0.052,0.872,1.498042,6.401402,9.829306
11/7/2009,8:53:00,1498.413,10.302,9828.599,10.082,6403.347,127.332,240,22,2394,0.052,0.872,1.498413,6.403347,9.828599
11/7/2009,8:53:05,1498.848,10.304,9827.916,10.078,6405.324,127.333,240,22,2394,0.052,0.872,1.498848,6.405324,9.827916
11/7/2009,8:53:10,1498.837,10.298,9827.423,10.077,6407.231,127.331,240,22,2394,0.052,0.872,1.498837,6.407231,9.827423
11/7/2009,8:53:15,1498.841,10.3,9826.966,10.077,6409.119,127.329,240,22,2394,0.052,0.872,1.498841,6.409119,9.826966
